영화명,번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,첫주_관객수,top10_주수,최고_순위,백만_돌파
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,1332,2011,12,3,0,1,애니메이션,일본,0,-5.5,1.1,144048,3,7,0
프렌즈: 몬스터섬의비밀 ,1333,2011,12,3,0,1,애니메이션,일본,0,-1.7,1.7,198516,3,6,0
다크아워,1334,2012,1,3,0,1,SF,미국,0,-5.7,-1.3,116655,1,8,0
원더풀 라디오,1335,2012,1,3,0,1,드라마,한국,1,-5.7,-1.3,394454,3,3,0
밀레니엄 : 여자를 증오한 남자들,1336,2012,1,2,0,1,스릴러,미국,0,-6.0,-3.3,230824,3,5,0
초한지 - 천하대전,1337,2012,1,2,0,1,액션,중국,0,-6.0,-3.3,70088,1,10,0
코알라 키드 : 영웅의 탄생,1338,2012,1,3,0,1,애니메이션,한국,1,-4.6,-0.4,81544,1,8,0
장화신은 고양이,1339,2012,1,3,0,1,애니메이션,미국,0,-4.6,-0.4,715223,4,1,1
우리는 동물원을 샀다,1340,2012,1,2,0,1,가족,미국,0,1.4,5.4,105271,2,8,0
부러진 화살,1341,2012,1,2,0,1,드라마,한국,1,1.4,5.4,464970,6,2,1
네버엔딩 스토리,1342,2012,1,2,0,1,코미디,한국,1,1.4,5.4,133488,2,7,0
댄싱퀸,1343,2012,1,2,0,1,코미디,한국,1,1.4,5.4,628690,8,1,1
페이스메이커,1344,2012,1,2,0,1,드라마,한국,1,1.4,5.4,177498,2,6,0
잃어버린 세계를 찾아서 2: 신비의 섬,1345,2012,1,3,0,1,액션,미국,0,5.3,8.4,377324,3,3,1
점박이:한반도의 공룡3D,1346,2012,1,3,0,1,애니메이션,한국,1,-2.9,1.8,369804,5,4,0
파파,1347,2012,2,2,0,0,가족,한국,1,-12.8,-8.1,279615,3,5,0
범죄와의 전쟁: 나쁜놈들 전성시대,1348,2012,2,3,0,0,범죄,한국,1,-13.7,-9.5,1094735,7,1,1
하이힐을 신고 달리는 여자,1349,2012,2,3,0,0,코미디,미국,0,-13.7,-9.5,39613,1,10,0
해피 피트 2,1350,2012,2,3,0,0,애니메이션,호주,0,-13.7,-9.5,110633,2,7,0
토르: 마법망치의 전설,1351,2012,2,3,0,0,애니메이션,아이슬란드,0,-4.5,-0.5,209106,4,4,0
워 호스,1352,2012,2,3,0,0,전쟁,미국,0,-4.5,-0.5,65774,1,8,0
팅커 테일러 솔저 스파이,1353,2012,2,3,0,0,스릴러,영국,0,-4.5,-0.5,56435,1,9,0
하울링,1354,2012,2,3,0,0,범죄,한국,1,-2.8,2.7,640760,4,1,1
고스트 라이더 : 복수의 화신,1355,2012,2,3,0,0,액션,미국,0,-2.8,2.7,79483,1,9,0
우먼 인 블랙,1356,2012,2,3,0,0,드라마,영국,0,-2.8,2.7,71428,1,10,0
더 그레이,1357,2012,2,3,0,0,액션,미국,0,-2.8,2.7,184424,2,6,0
맨 온 렛지,1358,2012,2,2,0,0,범죄,미국,0,5.8,12.1,330234,3,3,0
언더월드 4: 어웨이크닝,1359,2012,2,2,0,0,액션,미국,0,5.8,12.1,141376,1,6,0
철의 여인,1360,2012,2,3,0,0,드라마,영국,0,4.4,8.2,56953,2,10,0
러브픽션,1361,2012,2,2,0,0,멜로/로맨스,한국,1,5.4,11.8,1011693,4,1,1
디스 민즈 워,1362,2012,2,2,0,0,액션,미국,0,5.4,11.8,337871,6,3,0
세이프 하우스,1363,2012,2,2,0,0,액션,미국,0,5.4,11.8,117030,2,7,0
액트 오브 밸러: 최정예 특수부대 ,1364,2012,2,2,0,0,액션,미국,0,5.4,11.8,96948,2,9,0
화차,1365,2012,3,3,0,0,미스터리,한국,1,2.0,5.2,688931,5,1,1
존 카터: 바숨 전쟁의 서막 ,1366,2012,3,3,0,0,SF,미국,0,2.0,5.2,415966,4,2,0
서약,1367,2012,3,2,0,0,드라마,미국,0,3.6,5.9,165272,2,6,0
가비,1368,2012,3,3,0,0,드라마,한국,1,5.5,11.8,166449,3,5,0
크로니클,1369,2012,3,3,0,0,액션,미국,0,5.5,11.8,236997,3,3,0
저스티스,1370,2012,3,3,0,0,액션,미국,0,5.5,11.8,28997,1,10,0
건축학개론,1371,2012,3,3,0,0,멜로/로맨스,한국,1,7.8,11.4,80957,10,1,1
언터처블: 1%의 우정,1372,2012,3,3,0,0,코미디,프랑스,0,7.8,11.4,441691,7,2,1
콘트라밴드,1373,2012,3,3,0,0,액션,미국,0,7.8,11.4,37197,2,10,0
시체가 돌아왔다,1374,2012,3,3,0,0,범죄,한국,1,11.6,16.2,364256,5,3,0
타이탄의 분노,1375,2012,3,3,0,0,액션,미국,0,11.6,16.2,555402,3,2,0
헝거게임: 판엠의 불꽃,1376,2012,4,3,0,0,액션,미국,0,6.7,12.2,316335,4,4,0
코난: 암흑의 시대,1377,2012,4,3,0,0,판타지,미국,0,6.7,12.2,23823,1,8,0
인류멸망 보고서,1378,2012,4,2,0,0,SF,한국,1,12.2,17.4,72024,1,9,0
배틀쉽,1379,2012,4,2,0,0,SF,미국,0,12.2,17.4,1197533,4,1,1
간기남,1380,2012,4,2,0,0,코미디,한국,1,12.2,17.4,8554,6,2,1
하트 브레이커,1381,2012,4,3,0,0,코미디,프랑스,0,17.0,24.3,29390,1,10,0
킹메이커,1382,2012,4,3,0,0,드라마,미국,0,17.0,24.3,34776,1,9,0
은교,1383,2012,4,2,0,0,멜로/로맨스,한국,1,15.1,20.7,550734,5,2,1
어벤져스,1384,2012,4,3,0,0,액션,미국,0,11.9,16.8,1638507,8,1,1
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,1385,2012,4,3,0,0,애니메이션,일본,0,11.9,16.8,92885,3,6,0
로렉스,1386,2012,5,3,0,0,애니메이션,미국,0,20.0,25.4,201154,3,6,0
코리아,1387,2012,5,3,0,0,드라마,한국,1,20.0,25.4,582890,5,2,1
백설공주,1388,2012,5,3,0,0,판타지,미국,0,20.0,25.4,278427,3,4,0
다크 섀도우,1389,2012,5,3,0,0,드라마,미국,0,20.1,26.6,375807,3,3,0
내 아내의 모든 것,1390,2012,5,3,0,0,코미디,한국,1,16.6,20.5,95342,10,2,1
돈의 맛,1391,2012,5,3,0,0,드라마,한국,1,16.6,20.5,569317,4,3,1
콜드 라잇 오브 데이,1392,2012,5,3,0,0,액션,미국,0,16.6,20.5,61555,2,9,0
맨 인 블랙 3,1393,2012,5,3,0,0,액션,미국,0,19.7,24.0,1212904,5,1,1
극장판 썬더일레븐GO : 궁극의 우정 그리폰,1394,2012,5,3,0,0,애니메이션,일본,0,19.7,24.0,41736,2,7,0
미확인 동영상 : 절대클릭금지,1395,2012,5,2,0,0,공포(호러),한국,1,20.7,23.6,352341,3,5,0
스노우 화이트 앤 더 헌츠맨,1396,2012,5,2,0,0,액션,미국,0,20.7,23.6,72016,3,4,0
차형사,1397,2012,5,2,0,0,코미디,한국,1,20.7,23.6,449796,5,3,1
후궁 : 제왕의 첩,1398,2012,6,2,0,0,사극,한국,1,23.0,28.9,975504,5,1,1
마다가스카3 : 이번엔 서커스다!,1399,2012,6,2,0,0,애니메이션,미국,0,23.0,28.9,42190,7,3,1
프로메테우스,1400,2012,6,2,0,0,SF,미국,0,23.0,28.9,549248,4,4,0
락아웃: 익스트림미션,1401,2012,6,3,0,0,SF,미국,0,24.8,31.7,237852,3,6,0
사다코 3D : 죽음의 동영상,1402,2012,6,3,0,0,공포(호러),일본,0,24.8,31.7,87861,1,9,0
더 씽,1403,2012,6,3,0,0,공포(호러),미국,0,24.8,31.7,33566,1,10,0
미쓰GO,1404,2012,6,3,0,0,액션,한국,1,25.7,32.4,330474,2,2,0
아부의 왕,1405,2012,6,3,0,0,코미디,한국,1,25.7,32.4,267256,3,5,0
페이스 블라인드,1406,2012,6,3,0,0,범죄,미국,0,25.7,32.4,53038,1,10,0
어메이징 스파이더맨,1407,2012,6,3,0,0,액션,미국,0,25.3,29.6,1696133,5,1,1
캐빈 인 더 우즈,1408,2012,6,3,0,0,공포(호러),미국,0,25.3,29.6,127281,2,7,0
더 레이븐,1409,2012,7,3,1,0,스릴러,미국,0,22.7,24.6,87565,2,7,0
연가시,1410,2012,7,3,1,0,공포(호러),한국,1,22.7,24.6,1326499,5,1,1
미드나잇 인 파리,1411,2012,7,3,1,0,코미디,미국,0,22.7,24.6,76076,4,6,0
모모와 다락방의 수상한 요괴들,1412,2012,7,3,1,0,애니메이션,일본,0,22.7,24.6,110403,3,5,0
나는 공무원이다,1413,2012,7,3,1,0,코미디,한국,1,24.7,28.5,155080,2,4,0
두 개의 달,1414,2012,7,3,1,0,공포(호러),한국,1,24.7,28.5,236976,3,3,0
리미트리스,1415,2012,7,3,1,0,미스터리,미국,0,24.7,28.5,71452,2,7,0
다크 나이트 라이즈,1416,2012,7,3,1,0,액션,미국,0,23.9,26.5,2434082,8,1,1
5백만불의 사나이,1417,2012,7,3,1,0,코미디,한국,1,23.9,26.5,79594,1,6,0
명탐정 코난: 11번째 스트라이커,1418,2012,7,3,1,0,애니메이션,일본,0,23.9,26.5,204364,4,4,0
도둑들,1419,2012,7,2,1,0,액션,한국,1,27.9,32.1,2858081,10,1,1
무서운 이야기,1420,2012,7,2,1,0,공포(호러),한국,1,27.9,32.1,138188,3,5,0
아이스 에이지 4: 대륙 이동설,1421,2012,7,2,1,0,애니메이션,미국,0,27.9,32.1,468293,4,3,1
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,1422,2012,7,2,1,0,애니메이션,일본,0,27.9,32.1,57479,2,8,0
새미의 어드벤쳐 2,1423,2012,8,2,1,0,애니메이션,벨기에,0,30.8,35.3,546924,5,4,1
락 오브 에이지,1424,2012,8,3,1,0,뮤지컬,미국,0,30.8,35.5,64680,1,10,0
바람과 함께 사라지다,1425,2012,8,2,1,0,코미디,한국,1,29.6,34.3,1327282,6,2,1
나는 왕이로소이다,1426,2012,8,2,1,0,사극,한국,1,29.6,34.3,81608,4,5,0
빌리와 용감한 녀석들 3D,1427,2012,8,2,1,0,애니메이션,독일,0,29.6,34.3,123097,3,7,0
R2B: 리턴투베이스,1428,2012,8,2,1,0,액션,한국,1,23.7,27.1,719990,3,4,1
토탈 리콜,1429,2012,8,2,1,0,SF,미국,0,23.7,27.1,780741,3,3,1
스텝업4 : 레볼루션,1430,2012,8,2,1,0,멜로/로맨스,미국,0,23.7,27.1,22245,5,5,0
이웃사람,1431,2012,8,2,1,0,스릴러,한국,1,22.0,24.6,1094405,4,1,1
공모자들,1432,2012,8,2,1,0,범죄,한국,1,25.7,29.1,745259,4,2,1
링컨: 뱀파이어 헌터,1433,2012,8,3,1,0,액션,미국,0,21.4,24.7,235784,2,5,0
577 프로젝트,1434,2012,8,3,1,0,코미디,한국,1,21.4,24.7,60291,2,9,0
피에타,1435,2012,9,3,0,0,드라마,한국,1,21.6,27.1,68176,5,4,0
본 레거시,1436,2012,9,3,0,0,액션,미국,0,21.6,27.1,619938,3,1,0
익스펜더블 2,1437,2012,9,3,0,0,액션,미국,0,21.6,27.1,278804,3,4,0
"광해, 왕이 된 남자",1438,2012,9,3,0,0,사극,한국,1,20.0,21.1,1272584,14,1,1
레지던트 이블 5 : 최후의 심판,1439,2012,9,3,0,0,액션,미국,0,20.0,21.1,304410,3,2,0
늑대아이,1440,2012,9,3,0,0,애니메이션,일본,0,20.0,21.1,83874,4,7,0
간첩,1441,2012,9,3,0,0,드라마,한국,1,20.1,24.7,414518,4,2,1
테드: 황금도시 파이티티를 찾아서,1442,2012,9,3,0,0,애니메이션,스페인,0,20.1,24.7,83929,3,6,0
메리다와 마법의 숲,1443,2012,9,3,0,0,애니메이션,미국,0,20.3,23.6,218383,6,3,1
테이큰 2,1444,2012,9,3,0,0,액션,프랑스,0,20.3,23.6,959697,4,2,1
19곰 테드,1445,2012,9,3,0,0,코미디,미국,0,20.3,23.6,83148,3,5,0
점쟁이들,1446,2012,10,2,0,0,코미디,한국,1,19.9,26.0,53364,4,4,0
회사원,1447,2012,10,3,0,0,액션,한국,1,13.9,19.0,583166,3,2,1
루퍼,1448,2012,10,3,0,0,SF,미국,0,13.9,19.0,245307,4,3,0
위험한 관계,1449,2012,10,3,0,0,멜로/로맨스,한국,1,13.9,19.0,139244,3,5,0
프랑켄위니,1450,2012,10,3,0,0,애니메이션,미국,0,13.9,19.0,29930,1,10,0
조조-황제의 반란,1451,2012,10,3,0,0,사극,중국,0,11.6,17.0,48684,2,8,0
용의자X,1452,2012,10,3,0,0,미스터리,한국,1,11.6,17.0,623131,5,2,1
로우리스: 나쁜 영웅들,1453,2012,10,3,0,0,액션,미국,0,11.6,17.0,41467,1,9,0
강철대오:구국의 철가방,1454,2012,10,3,0,0,코미디,한국,1,15.2,20.0,152090,3,4,0
파라노말 액티비티4,1455,2012,10,3,0,0,스릴러,미국,0,15.2,20.0,42948,1,8,0
007 스카이폴,1456,2012,10,4,0,0,액션,미국,0,15.9,22.3,871179,5,1,1
늑대소년,1457,2012,10,2,0,0,멜로/로맨스,한국,1,6.9,11.6,1291916,6,1,1
복숭아나무,1458,2012,10,2,0,0,멜로/로맨스,한국,1,6.9,11.6,21969,1,9,0
아르고,1459,2012,10,2,0,0,스릴러,미국,0,6.9,11.6,77394,2,5,0
나우이즈굿 ,1460,2012,11,3,0,0,드라마,영국,0,8.8,12.6,34048,2,8,0
업사이드 다운,1461,2012,11,3,0,0,SF,캐나다,0,8.8,12.6,125873,2,5,0
밀림의 왕자 레오2,1462,2012,11,3,0,0,애니메이션,일본,0,8.8,12.6,25725,1,9,0
내가 살인범이다,1463,2012,11,3,0,0,액션,한국,1,8.8,12.6,58673,7,2,1
살인소설,1464,2012,11,3,0,0,미스터리,미국,0,4.2,9.8,33345,1,8,0
자칼이 온다,1465,2012,11,3,0,0,코미디,한국,1,4.2,9.8,133459,2,6,0
브레이킹 던 part2,1466,2012,11,3,0,0,드라마,미국,0,4.2,9.8,1080606,5,2,1
철가방 우수氏,1467,2012,11,3,0,0,드라마,한국,1,6.7,10.5,26889,1,10,0
돈 크라이 마미,1468,2012,11,3,0,0,스릴러,한국,1,6.7,10.5,536041,3,4,0
남영동1985,1469,2012,11,3,0,0,드라마,한국,1,6.7,10.5,181245,2,5,0
26년,1470,2012,11,3,0,0,액션,한국,1,0.8,4.7,790733,4,1,1
음치 클리닉 ,1471,2012,11,3,0,0,멜로/로맨스,한국,1,0.8,4.7,38148,3,7,0
가디언즈,1472,2012,11,3,0,0,애니메이션,미국,0,0.8,4.7,56846,5,3,1
늑대소년-확장판,1473,2012,12,3,0,1,멜로/로맨스,한국,1,-6.3,-2.9,183010,2,5,0
나의 PS 파트너 ,1474,2012,12,3,0,1,멜로/로맨스,한국,1,-6.3,-2.9,556213,5,2,1
원 데이,1475,2012,12,3,0,1,드라마,미국,0,-1.5,3.4,98827,3,6,0
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전 ,1476,2012,12,3,0,1,애니메이션,일본,0,-1.5,3.4,51644,1,9,0
호빗: 뜻밖의 여정,1477,2012,12,3,0,1,어드벤처,미국,0,-1.5,3.4,1081448,4,1,1
극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,1478,2012,12,2,0,1,애니메이션,일본,0,-6.9,-2.8,159127,1,9,0
반창꼬,1479,2012,12,2,0,1,멜로/로맨스,한국,1,-6.9,-2.8,673156,4,3,1
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,1480,2012,12,2,0,1,애니메이션,일본,0,-6.9,-2.8,187680,2,8,0
레미제라블,1481,2012,12,2,0,1,드라마,미국,0,-6.9,-2.8,1264835,8,1,1
가문의 영광5 - 가문의 귀환,1482,2012,12,2,0,1,코미디,한국,1,-6.9,-2.8,522076,3,4,1
주먹왕 랄프,1483,2012,12,2,0,1,애니메이션,미국,0,-6.9,-2.8,255824,4,6,0
니코: 산타비행단의 모험,1484,2012,12,1,0,1,애니메이션,핀란드,0,-8.9,-4.6,204801,2,7,0
타워,1485,2012,12,1,0,1,드라마,한국,1,-8.9,-4.6,1678011,5,1,1
잠베지아: 신비한 나무섬의 비밀,1486,2012,12,1,0,1,애니메이션,남아프리카공화국,0,-8.9,-4.6,184379,3,7,0
라이프 오브 파이,1487,2013,1,1,0,1,어드벤처,미국,0,-4.7,0.0,605711,6,4,1
클라우드 아틀라스,1488,2013,1,2,0,1,SF,미국,0,-9.0,-6.4,296098,2,5,0
박수건달,1489,2013,1,2,0,1,코미디,한국,1,-9.0,-6.4,1021193,5,1,1
마이 리틀 히어로,1490,2013,1,2,0,1,드라마,한국,1,-9.0,-6.4,114367,2,8,0
파이스토리 : 악당상어 소탕작전,1491,2013,1,3,0,1,애니메이션,미국,0,-8.3,-3.6,151009,2,7,0
더 임파서블,1492,2013,1,3,0,1,액션,스페인,0,-5.8,-2.5,333189,3,6,0
잭 리처,1493,2013,1,3,0,1,액션,미국,0,-5.8,-2.5,464588,3,4,0
몬스터 호텔,1494,2013,1,3,0,1,애니메이션,미국,0,-5.8,-2.5,390552,3,4,0
뽀로로 극장판 슈퍼썰매 대모험,1495,2013,1,2,0,1,애니메이션,한국,1,1.8,3.8,356506,4,3,0
7번방의 선물,1496,2013,1,2,0,1,코미디,한국,1,1.8,3.8,1731352,11,1,1
명탐정 코난:은빛 날개의 마술사,1497,2013,1,3,0,1,애니메이션,일본,0,-0.9,2.4,101521,2,8,0
베를린,1498,2013,1,2,0,1,액션,한국,1,5.4,8.5,2248142,7,2,1
다이하드: 굿 데이 투 다이,1499,2013,2,2,0,0,액션,미국,0,-1.5,0.2,625114,3,3,1
남쪽으로 튀어,1500,2013,2,2,0,0,코미디,한국,1,-1.5,0.2,391617,2,4,0
눈의 여왕,1501,2013,2,3,0,0,애니메이션,러시아,0,-11.1,-2.6,82403,2,6,0
실버라이닝 플레이북,1502,2013,2,3,0,0,멜로/로맨스,미국,0,1.1,5.2,65362,1,10,0
해양경찰 마르코,1503,2013,2,3,0,0,어드벤처,덴마크,0,1.1,5.2,95762,2,9,0
남자사용설명서,1504,2013,2,3,0,0,코미디,한국,1,1.1,5.2,259180,3,4,0
헨젤과 그레텔: 마녀 사냥꾼 3D,1505,2013,2,3,0,0,액션,미국,0,1.1,5.2,177245,2,6,0
더 자이언트,1506,2013,2,3,0,0,애니메이션,미국,0,-1.7,2.5,63596,2,8,0
신세계,1507,2013,2,3,0,0,범죄,한국,1,-1.7,2.5,1030517,8,1,1
분노의 윤리학,1508,2013,2,3,0,0,스릴러,한국,1,-1.7,2.5,142321,2,5,0
빌리와 용감한 녀석들 2 ,1509,2013,2,3,0,0,애니메이션,인도,0,-1.7,2.5,110144,3,7,0
차이니즈 조디악,1510,2013,2,2,0,0,액션,중국,0,3.4,8.8,214428,2,6,0
스토커,1511,2013,2,3,0,0,드라마,미국,0,6.7,13.9,237874,2,5,0
잭 더 자이언트 킬러,1512,2013,2,3,0,0,판타지,미국,0,6.7,13.9,659848,3,3,0
오즈 그레이트 앤드 파워풀,1513,2013,3,3,0,0,판타지,미국,0,8.0,11.7,228686,2,4,0
제로 다크 서티,1514,2013,3,3,0,0,전쟁,미국,0,8.0,11.7,70165,1,9,0
사이코메트리,1515,2013,3,3,0,0,미스터리,한국,1,8.0,11.7,289783,3,3,0
파파로티,1516,2013,3,3,0,0,드라마,한국,1,4.1,9.8,431391,6,2,1
글래디에이터: 로마 영웅 탄생의 비밀 3D,1517,2013,3,3,0,0,애니메이션,이탈리아,0,4.1,9.8,34084,1,10,0
링컨,1518,2013,3,3,0,0,드라마,미국,0,4.1,9.8,69758,2,7,0
웜 바디스,1519,2013,3,3,0,0,멜로/로맨스,미국,0,4.1,9.8,504656,4,2,1
지슬 - 끝나지 않은 세월2,1520,2013,3,3,0,0,드라마,한국,1,1.5,7.2,30897,2,9,0
안나 카레니나,1521,2013,3,3,0,0,드라마,미국,0,1.5,7.2,60973,2,7,0
장고:분노의 추적자,1522,2013,3,3,0,0,서부극(웨스턴),미국,0,1.5,7.2,142577,2,6,0
연애의 온도,1523,2013,3,3,0,0,멜로/로맨스,한국,1,1.5,7.2,638320,5,1,1
원피스 극장판 Z,1524,2013,3,3,0,0,애니메이션,일본,0,1.5,7.2,50567,2,8,0
지.아이.조 2,1525,2013,3,3,0,0,액션,미국,0,7.3,12.0,829854,4,1,1
웃는 남자,1526,2013,3,3,0,0,미스터리,프랑스,0,7.3,12.0,36998,1,9,0
런닝맨,1527,2013,4,3,0,0,액션,한국,1,12.6,19.8,568642,5,2,1
호스트,1528,2013,4,3,0,0,SF,미국,0,12.6,19.8,34564,1,8,0
호프 스프링즈,1529,2013,4,3,0,0,멜로/로맨스,미국,0,12.6,19.8,28920,2,10,0
전설의 주먹,1530,2013,4,2,0,0,드라마,한국,1,5.0,8.1,655170,6,1,1
오블리비언,1531,2013,4,3,0,0,액션,미국,0,5.5,9.6,628427,5,1,1
꼬마영웅 경찰차 프로디,1532,2013,4,3,0,0,애니메이션,노르웨이,0,5.5,9.6,29380,1,8,0
노리개,1533,2013,4,3,0,0,드라마,한국,1,12.3,16.3,101423,2,4,0
로마 위드 러브,1534,2013,4,3,0,0,코미디,미국,0,12.3,16.3,56847,5,8,0
송 포 유,1535,2013,4,3,0,0,코미디,영국,0,12.3,16.3,93116,4,5,0
뷰티풀 크리처스,1536,2013,4,3,0,0,스릴러,미국,0,12.3,16.3,56897,1,7,0
피노키오: 당나귀 섬의 비밀,1537,2013,4,3,0,0,애니메이션,이탈리아,0,9.3,13.8,35229,1,9,0
아이언맨 3,1538,2013,4,3,0,0,액션,미국,0,9.3,13.8,2625256,6,1,1
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,1539,2013,4,3,0,0,애니메이션,일본,0,9.3,13.8,77805,3,4,0
에반게리온: Q,1540,2013,4,3,0,0,애니메이션,일본,0,9.3,13.8,32592,1,10,0
전국노래자랑,1541,2013,5,2,0,0,코미디,한국,1,13.2,18.6,446002,4,2,0
폭풍우 치는 밤에: 비밀 친구,1542,2013,5,2,0,0,애니메이션,일본,0,13.2,18.6,31458,1,9,0
고령화 가족,1543,2013,5,3,0,0,드라마,한국,1,18.1,23.0,513699,4,2,1
스니치,1544,2013,5,3,0,0,액션,미국,0,18.1,23.0,29605,2,6,0
몽타주,1545,2013,5,3,0,0,스릴러,한국,1,22.0,28.3,643646,5,2,1
미나문방구,1546,2013,5,3,0,0,드라마,한국,1,22.0,28.3,211559,2,6,0
크루즈 패밀리,1547,2013,5,3,0,0,애니메이션,미국,0,22.0,28.3,62312,7,4,0
위대한 개츠비,1548,2013,5,3,0,0,드라마,미국,0,22.0,28.3,620107,5,3,1
비포 미드나잇,1549,2013,5,2,0,0,멜로/로맨스,미국,0,19.7,25.9,68234,3,8,0
분노의 질주: 더 맥시멈,1550,2013,5,2,0,0,액션,미국,0,19.7,25.9,814366,4,1,1
스타트렉 다크니스,1551,2013,5,3,0,0,액션,미국,0,19.2,25.0,58875,6,2,1
뜨거운 안녕,1552,2013,5,3,0,0,드라마,한국,1,19.2,25.0,34510,1,10,0
애프터 어스,1553,2013,5,3,0,0,SF,미국,0,19.2,25.0,395956,2,4,0
은밀하게 위대하게,1554,2013,6,2,0,0,액션,한국,1,24.8,30.4,3482356,7,1,1
무서운 이야기 2,1555,2013,6,2,0,0,미스터리,한국,1,24.8,30.4,344250,3,3,0
백악관 최후의 날,1556,2013,6,2,0,0,액션,미국,0,24.8,30.4,112874,2,7,0
극장판 썬더일레븐 GO VS 골판지 전사 W,1557,2013,6,2,0,0,애니메이션,일본,0,24.8,30.4,30210,1,10,0
맨 오브 스틸,1558,2013,6,3,0,0,SF,미국,0,23.0,27.5,1205635,4,2,1
닥터,1559,2013,6,3,0,0,스릴러,한국,1,25.8,31.1,43702,1,6,0
월드 워 Z,1560,2013,6,3,0,0,드라마,미국,0,25.8,31.1,1544005,6,1,1
토토의 움직이는 숲,1561,2013,6,3,0,0,애니메이션,덴마크,0,25.8,31.1,33876,2,7,0
더 콜,1562,2013,6,3,0,0,스릴러,미국,0,25.8,31.1,49611,2,5,0
꼭두각시,1563,2013,6,3,0,0,공포(호러),한국,1,25.8,31.1,21027,1,10,0
더 웹툰: 예고살인,1564,2013,6,3,0,0,공포(호러),한국,1,25.1,31.8,474264,5,2,1
화이트 하우스 다운,1565,2013,6,3,0,0,액션,미국,0,25.1,31.8,337380,3,4,0
빅 웨딩,1566,2013,6,3,0,0,멜로/로맨스,미국,0,25.1,31.8,21157,2,10,0
감시자들,1567,2013,7,2,1,0,범죄,한국,1,25.2,30.7,1774952,6,1,1
론 레인저,1568,2013,7,3,1,0,액션,미국,0,24.9,27.6,252106,3,4,0
쿵후팬더: 영웅의 탄생,1569,2013,7,3,1,0,애니메이션,중국,0,24.9,27.6,40558,2,8,0
퍼시픽 림,1570,2013,7,3,1,0,액션,미국,0,24.6,25.1,1372344,4,2,1
사이드 이펙트,1571,2013,7,3,1,0,스릴러,미국,0,24.6,25.1,23240,1,9,0
미스터 고,1572,2013,7,2,1,0,코미디,한국,1,24.2,25.7,17058,4,4,1
레드: 더 레전드,1573,2013,7,3,1,0,액션,미국,0,25.1,27.7,965121,5,1,1
토니 스토리: 깡통제국의 비밀,1574,2013,7,3,1,0,애니메이션,독일,0,25.1,27.7,41100,1,8,0
더 울버린,1575,2013,7,3,1,0,액션,미국,0,26.0,30.2,776747,3,2,1
터보,1576,2013,7,3,1,0,애니메이션,미국,0,26.0,30.2,72805,6,3,1
극장판 도라에몽: 진구의 비밀도구 박물관,1577,2013,7,3,1,0,애니메이션,일본,0,26.0,30.2,54682,2,9,0
더 테러 라이브,1578,2013,7,2,1,0,범죄,한국,1,26.4,29.0,125988,7,2,1
설국열차,1579,2013,8,3,1,0,SF,한국,1,28.0,32.1,3296205,8,1,1
개구쟁이 스머프 2,1580,2013,8,3,1,0,애니메이션,미국,0,28.0,32.1,438269,4,5,0
명탐정 코난 : 수평선상의 음모,1581,2013,8,2,1,0,애니메이션,일본,0,28.7,32.1,204491,2,6,0
에픽 : 숲속의 전설 ,1582,2013,8,2,1,0,애니메이션,미국,0,28.7,32.1,405590,3,3,0
감기,1583,2013,8,2,1,0,드라마,한국,1,28.6,32.0,126094,5,3,1
슈퍼윙스 3D,1584,2013,8,2,1,0,애니메이션,러시아,0,28.6,32.0,31823,1,10,0
숨바꼭질,1585,2013,8,2,1,0,스릴러,한국,1,28.6,32.0,2109227,5,1,1
R.I.P.D. : 알.아이.피.디.,1586,2013,8,3,1,0,액션,미국,0,29.3,32.3,73875,1,7,0
나우 유 씨 미 : 마술사기단,1587,2013,8,3,1,0,범죄,미국,0,29.3,32.3,1066907,5,1,1
일대종사,1588,2013,8,3,1,0,액션,중국,0,29.3,32.3,49706,2,8,0
드래곤볼Z : 신들의 전쟁,1589,2013,8,3,1,0,애니메이션,일본,0,25.5,26.7,33838,1,9,0
엘리시움,1590,2013,8,3,1,0,SF,미국,0,25.5,26.7,705948,3,3,1
잡스,1591,2013,8,3,1,0,드라마,미국,0,25.5,26.7,159142,2,6,0
스파이,1592,2013,9,3,0,0,액션,한국,1,21.2,24.1,987510,5,1,1
바람이 분다,1593,2013,9,3,0,0,애니메이션,일본,0,21.2,24.1,77237,1,8,0
관상,1594,2013,9,2,0,0,사극,한국,1,20.1,20.9,2592394,7,1,1
슈퍼배드 2,1595,2013,9,3,0,0,애니메이션,미국,0,23.0,26.3,80295,7,5,0
섀도우 헌터스: 뼈의 도시,1596,2013,9,3,0,0,판타지,미국,0,23.0,26.3,210536,3,3,0
몬스터 대학교,1597,2013,9,3,0,0,애니메이션,미국,0,23.0,26.3,185235,5,4,0
